,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1610,Maruti Suzuki,Ertiga ZXi AT,990000,2019,21894,Petrol,Automatic,Delhi,White,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45
1623,Maruti Suzuki,Ertiga ZXi Plus,1225000,2021,23000,Petrol,Manual,Bangalore,White,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45
1567,Maruti Suzuki,Ertiga ZXI+,725000,2016,53000,Petrol,Manual,Delhi,Grey,First,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
1462,Maruti Suzuki,Estilo LXi BS-IV,220000,2010,62000,Petrol,Manual,Bhopal,Brown,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1475,1595,5,35
848,Maruti Suzuki,Estilo VXi,135000,2008,72542,Petrol,Manual,Mirzapur,Pink,First,Individual,1061,64,84@3500,,3495,1495,1595,5,35
515,Maruti Suzuki,Estilo VXi BS-IV,229999,2012,52000,Petrol,Manual,Pune,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1495,1595,5,35
470,Maruti Suzuki,Grand Vitara 2015 2.0 AT,345000,2007,92000,Petrol,Automatic,Mohali,Black,Third,Individual,1995,120,170@3500,AWD,4470,1810,1695,5,66
1480,Maruti Suzuki,Ignis Delta 1.2 AMT,560000,2017,36000,Petrol,Automatic,Delhi,Silver,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32
941,Maruti Suzuki,Ignis Zeta 1.2 AMT,545000,2017,22000,Petrol,Automatic,Delhi,Blue,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32
1975,Maruti Suzuki,Ignis Zeta 1.2 AMT,521000,2017,40879,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3700,1690,1595,5,32
1861,Maruti Suzuki,Ritz Ldi BS-IV,195000,2011,75000,Diesel,Manual,Kanpur,White,First,Individual,1248,75,190@2000,,3715,1680,1620,5,43
1978,Maruti Suzuki,Ritz Ldi BS-IV,160000,2011,89000,Diesel,Manual,Dehradun,Maroon,Second,Individual,1248,75,190@2000,,3715,1680,1620,5,43
225,Maruti Suzuki,Ritz Vdi BS-IV,275000,2011,65000,Diesel,Manual,Mumbai,Silver,First,Individual,1248,75,190@2000,,3715,1680,1620,5,43
439,Maruti Suzuki,Ritz Vdi BS-IV,445000,2012,54948,Diesel,Manual,Mangalore,Silver,First,Individual,1248,75,190@2000,,3715,1680,1620,5,43
532,Maruti Suzuki,Ritz Vdi BS-IV,350000,2012,89445,Diesel,Manual,Hyderabad,Grey,First,Individual,1248,75,190@2000,,3715,1680,1620,5,43
1037,Maruti Suzuki,Ritz Vdi BS-IV,120000,2009,80000,Diesel,Manual,Kanpur,Silver,4 or More,Individual,1248,75,190@2000,,3715,1680,1620,5,43
1648,Maruti Suzuki,Ritz Vdi BS-IV,275000,2013,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,1248,73,190 Nm @ 2000 rpm,FWD,3775,1680,1620,5,43
2053,Maruti Suzuki,Ritz Vxi (ABS) BS-IV,245000,2014,79000,Petrol,Manual,Faridabad,White,Second,Individual,1197,85,113 Nm @ 4500 rpm,FWD,3775,1680,1620,5,43
138,Maruti Suzuki,Ritz VXI BS-IV,210000,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,1498,116,,,4370,1770,1545,5,50
291,Maruti Suzuki,Ritz VXI BS-IV,300000,2011,90000,Petrol,Manual,Pune,White,Second,Individual,1498,116,,,4370,1770,1545,5,50
1574,Maruti Suzuki,Ritz VXI BS-IV,265000,2011,28000,Petrol,Manual,Mumbai,Silver,First,Individual,1498,116,,,4370,1770,1545,5,50
1634,Maruti Suzuki,Ritz VXI BS-IV,204999,2011,42152,Petrol,Manual,Siliguri,Brown,First,Corporate,1498,116,,,4370,1770,1545,5,50
1682,Maruti Suzuki,Ritz VXI BS-IV,190000,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,1498,116,,,4370,1770,1545,5,50
25,Maruti Suzuki,Ritz Zxi BS-IV,325000,2013,23086,Petrol,Manual,Mumbai,Grey,First,Individual,1197,85,113 Nm @ 4500 rpm,FWD,3775,1680,1620,5,43
594,Maruti Suzuki,S-Cross Alpha 1.3,795000,2017,52245,Diesel,Manual,Pune,Brown,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4300,1785,1595,5,48
536,Maruti Suzuki,S-Cross Alpha 1.6,710000,2018,72000,Diesel,Manual,Lucknow,Blue,First,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
1297,Maruti Suzuki,S-Cross Alpha 1.6,749000,2017,114000,Diesel,Manual,Faridabad,Grey,First,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
1435,Maruti Suzuki,S-Cross Alpha 1.6,590000,2016,77000,Diesel,Manual,Delhi,Silver,First,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
1601,Maruti Suzuki,S-Cross Alpha 1.6,1063000,2019,31056,Diesel,Manual,Hyderabad,Others,First,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
1258,Maruti Suzuki,S-Cross Delta 1.6,620000,2016,85000,Diesel,Manual,Karnal,White,Second,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
1799,Maruti Suzuki,S-Cross Delta 1.6,640000,2017,63000,Diesel,Manual,Delhi,Grey,First,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
954,Maruti Suzuki,S-Cross Sigma 1.3,675000,2017,125372,Diesel,Manual,Coimbatore,Brown,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
497,Maruti Suzuki,S-Cross Zeta 1.3,950000,2020,55055,Diesel,Manual,Ludhiana,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4300,1785,1595,5,48
1422,Maruti Suzuki,S-Cross Zeta 1.6,800000,2017,52836,Diesel,Manual,Ahmedabad,Blue,First,Individual,1598,118,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
186,Maruti Suzuki,S-Presso VXi,430000,2020,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27
1065,Maruti Suzuki,S-Presso VXi,475000,2021,7942,Petrol,Manual,Thane,Red,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27
1100,Maruti Suzuki,S-Presso VXi (O),425000,2019,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27
20,Maruti Suzuki,S-Presso VXi AMT,470000,2020,2169,Petrol,Automatic,Mumbai,Grey,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27
414,Maruti Suzuki,S-Presso VXi CNG,610000,2022,3800,CNG,Manual,Delhi,White,First,Individual,998,58,78 Nm @ 3500 rpm,FWD,3565,1520,1564,4,55
1090,Maruti Suzuki,S-Presso VXi Plus,425000,2021,38848,Petrol,Manual,Panchkula,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27
964,Maruti Suzuki,Swift DZire LDI,480000,2016,85000,Diesel,Manual,Lucknow,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1062,Maruti Suzuki,Swift DZire LDI,520000,2018,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
359,Maruti Suzuki,Swift DZire LXi,295000,2010,33000,Petrol,Manual,Mumbai,Grey,First,Individual,1298,87,113@4500,FWD,4160,1690,1530,5,43
1899,Maruti Suzuki,Swift DZire LXI,610000,2017,38674,Petrol,Manual,Navi Mumbai,Red,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1093,Maruti Suzuki,Swift DZire LXI (O),421000,2017,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1,Maruti Suzuki,Swift DZire VDI,450000,2014,75000,Diesel,Manual,Ludhiana,White,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
198,Maruti Suzuki,Swift DZire VDI,560000,2013,37000,Diesel,Manual,Salem,Gold,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
501,Maruti Suzuki,Swift DZire VDI,475000,2016,55353,Diesel,Manual,Kanpur,Grey,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
606,Maruti Suzuki,Swift DZire VDI,400000,2014,64000,Diesel,Manual,Agra,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1495,Maruti Suzuki,Swift DZire VDI,459999,2015,55000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1588,Maruti Suzuki,Swift DZire VDI,500000,2015,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1589,Maruti Suzuki,Swift DZire VDI,400000,2015,65000,Diesel,Manual,Delhi,Silver,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1615,Maruti Suzuki,Swift DZire VDi,365000,2009,140000,Diesel,Manual,Coimbatore,White,Second,Individual,1248,75,190@2000,FWD,4160,1690,1530,5,43
1706,Maruti Suzuki,Swift DZire VDI,500000,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1807,Maruti Suzuki,Swift DZire VDI,351000,2013,42000,Diesel,Manual,Patna,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1913,Maruti Suzuki,Swift DZire VDI,260000,2011,90000,Diesel,Manual,Chandigarh,White,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1927,Maruti Suzuki,Swift DZire VDI,425000,2014,89000,Diesel,Manual,Lucknow,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1983,Maruti Suzuki,Swift DZire VDI,575000,2017,35000,Diesel,Manual,Patna,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
2031,Maruti Suzuki,Swift DZire VDI,175000,2008,65000,Diesel,Manual,Jamshedpur,Silver,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
2034,Maruti Suzuki,Swift DZire VDI,275000,2011,65000,Diesel,Manual,Allahabad,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
124,Maruti Suzuki,Swift DZire VXI,415000,2014,57402,Petrol,Manual,Delhi,Grey,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
141,Maruti Suzuki,Swift DZire VXI,325000,2012,68000,Petrol,Manual,Kanpur,White,Second,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
210,Maruti Suzuki,Swift DZire VXI,495000,2015,13716,Petrol,Manual,Pune,Silver,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
269,Maruti Suzuki,Swift DZire VXI,470000,2016,74000,Petrol,Manual,Ranchi,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
554,Maruti Suzuki,Swift DZire VXi,229999,2010,72000,Petrol,Manual,Kanpur,Silver,First,Individual,1298,87,113@4500,FWD,4160,1690,1530,5,43
602,Maruti Suzuki,Swift DZire VXI,450000,2017,75000,Petrol,Manual,Kanpur,White,First,Commercial Registration,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
647,Maruti Suzuki,Swift DZire VXI,455000,2014,30183,Petrol,Manual,Mumbai,Grey,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1118,Maruti Suzuki,Swift DZire VXI,525000,2014,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1251,Maruti Suzuki,Swift DZire VXI,500000,2016,26000,Petrol,Manual,Delhi,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1276,Maruti Suzuki,Swift DZire VXi,245000,2009,114000,Petrol,Manual,Mumbai,Gold,First,Individual,1298,87,113@4500,FWD,4160,1690,1530,5,43
1410,Maruti Suzuki,Swift DZire VXI,465000,2014,65000,Petrol,Manual,Ahmedabad,White,Second,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1488,Maruti Suzuki,Swift DZire VXi,260000,2009,77000,Petrol,Manual,Pune,Beige,Second,Individual,1298,87,113@4500,FWD,4160,1690,1530,5,43
1739,Maruti Suzuki,Swift DZire VXI,430000,2014,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1759,Maruti Suzuki,Swift DZire VXI,450000,2014,52000,Petrol,Manual,Delhi,Silver,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
2005,Maruti Suzuki,Swift DZire VXI,450000,2015,52000,Petrol,Manual,Roorkee,White,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1076,Maruti Suzuki,Swift DZire VXI AT,595000,2017,44100,Petrol,Automatic,Mumbai,Silver,First,Corporate,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
1829,Maruti Suzuki,Swift DZire VXI AT,750000,2017,48069,Petrol,Automatic,Hyderabad,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
211,Maruti Suzuki,Swift DZire ZDI,550000,2014,89000,Diesel,Manual,Chennai,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
973,Maruti Suzuki,Swift DZire ZDI AMT,650000,2017,76000,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
1267,Maruti Suzuki,Swift DZire ZDi BS-IV,325000,2010,82202,Diesel,Manual,Jalandhar,White,Second,Individual,1248,75,190@2000,FWD,4160,1690,1530,5,43
885,Maruti Suzuki,Swift DZire ZXI,545000,2015,70000,Petrol,Manual,Mohali,Silver,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
825,Maruti Suzuki,Swift LXi,440000,2016,53807,Petrol,Manual,Gurgaon,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1165,Maruti Suzuki,Swift LXi,650000,2022,6000,Petrol,Manual,Delhi,White,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
1242,Maruti Suzuki,Swift LXi,450000,2017,65000,Petrol,Manual,Kanpur,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1363,Maruti Suzuki,Swift LXi,301000,2011,28513,Petrol,Manual,Ahmedabad,Others,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1414,Maruti Suzuki,Swift LXi,595000,2016,26357,Petrol,Manual,Bangalore,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
349,Maruti Suzuki,Swift Lxi (O) [2014-2017],450000,2016,45000,Petrol,Manual,Delhi,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1660,Maruti Suzuki,Swift Lxi (O) [2014-2017],575000,2018,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1820,Maruti Suzuki,Swift Lxi (O) [2014-2017],570000,2019,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
563,Maruti Suzuki,Swift LXi Special Edition,700000,2019,11000,Petrol,Manual,Chennai,Silver,Second,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37
328,Maruti Suzuki,Swift VDi,500000,2017,140000,Diesel,Manual,Warangal,Grey,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
493,Maruti Suzuki,Swift VDi,610000,2017,105000,Diesel,Manual,Pune,Silver,First,Corporate,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
706,Maruti Suzuki,Swift VDi,295000,2009,185000,Diesel,Manual,Coimbatore,Grey,First,Individual,1248,75,190@2000,FWD,3760,1690,1530,5,43
883,Maruti Suzuki,Swift VDi,409999,2015,112000,Diesel,Manual,Gurgaon,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
1123,Maruti Suzuki,Swift VDi,750000,2018,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
1273,Maruti Suzuki,Swift VDi,375000,2011,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
1475,Maruti Suzuki,Swift VDi,515000,2014,141334,Diesel,Manual,Pune,White,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
1772,Maruti Suzuki,Swift VDi,425000,2015,36528,Diesel,Manual,Varanasi,Blue,Third,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
2013,Maruti Suzuki,Swift VDi,590000,2014,86000,Diesel,Manual,Coimbatore,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
243,Maruti Suzuki,Swift VDi AMT [2018-2019],699000,2018,43000,Diesel,Automatic,Mumbai,Red,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
189,Maruti Suzuki,Swift VDi BS-IV,295000,2011,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248,75,190@2000,FWD,3760,1690,1530,5,43
325,Maruti Suzuki,Swift VXi,745000,2021,14722,Petrol,Manual,Bangalore,White,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
564,Maruti Suzuki,Swift VXi,661000,2021,14366,Petrol,Manual,Ahmedabad,Others,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
601,Maruti Suzuki,Swift VXi,385000,2011,69000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
945,Maruti Suzuki,Swift VXi,465000,2014,75000,Petrol,Manual,Mohali,White,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
989,Maruti Suzuki,Swift VXi,340000,2013,66000,Petrol,Manual,Meerut,White,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1005,Maruti Suzuki,Swift VXi,425000,2015,80000,Petrol,Manual,Noida,White,Second,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1346,Maruti Suzuki,Swift VXi,355000,2014,68005,Petrol,Manual,Ranchi,White,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1546,Maruti Suzuki,Swift VXi,409999,2014,55000,Petrol,Manual,Delhi,Grey,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1702,Maruti Suzuki,Swift VXi,299000,2013,47000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1773,Maruti Suzuki,Swift VXi,325000,2012,30000,Petrol,Manual,Patna,Blue,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1962,Maruti Suzuki,Swift VXi,409999,2014,20000,Petrol,Manual,Mumbai,Grey,Second,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1965,Maruti Suzuki,Swift VXi,365000,2013,68000,Petrol,Manual,Mumbai,Blue,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
352,Maruti Suzuki,Swift VXi [2014-2017],525000,2016,64928,Petrol,Manual,Mumbai,Red,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
367,Maruti Suzuki,Swift VXi [2014-2017],580000,2019,17881,Petrol,Manual,Ranchi,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
455,Maruti Suzuki,Swift VXi [2014-2017],590000,2019,26000,Petrol,Manual,Lucknow,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
465,Maruti Suzuki,Swift VXi [2014-2017],550000,2019,29000,Petrol,Manual,Kolkata,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
598,Maruti Suzuki,Swift VXi [2014-2017],650000,2019,44710,Petrol,Manual,Pune,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
619,Maruti Suzuki,Swift VXi [2014-2017],600000,2020,10000,Petrol,Manual,Meerut,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1187,Maruti Suzuki,Swift VXi [2014-2017],625000,2020,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1214,Maruti Suzuki,Swift VXi [2014-2017],695000,2019,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1230,Maruti Suzuki,Swift VXi [2014-2017],520000,2018,40000,Petrol,Manual,Patna,Grey,Second,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1259,Maruti Suzuki,Swift VXi [2014-2017],600000,2018,54000,Petrol,Manual,Mohali,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1476,Maruti Suzuki,Swift VXi [2014-2017],550000,2018,50000,Petrol,Manual,Meerut,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1494,Maruti Suzuki,Swift VXi [2014-2017],450000,2016,48200,Petrol,Manual,Dehradun,Silver,Second,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
190,Maruti Suzuki,Swift ZDi,495000,2017,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
227,Maruti Suzuki,Swift ZDi,425000,2013,26000,Diesel,Manual,Delhi,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
107,Maruti Suzuki,Swift ZDi Plus,580000,2018,28851,Diesel,Manual,Kolkata,Blue,First,Corporate,1248,74,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
763,Maruti Suzuki,Swift ZDi Plus,775000,2019,80849,Diesel,Manual,Hyderabad,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
500,Maruti Suzuki,Swift ZXi,465000,2014,25704,Petrol,Manual,Mumbai,Red,First,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1684,Maruti Suzuki,Swift ZXi,575000,2015,50599,Petrol,Manual,Chennai,White,Second,Individual,1197,85,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
1760,Maruti Suzuki,Swift ZXi,800000,2022,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
795,Maruti Suzuki,Swift ZXi AMT [2018-2019],695000,2018,8000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37
929,Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,11874,Petrol,Automatic,Mumbai,White,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37
1217,Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,11874,Petrol,Automatic,Pune,White,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37
1117,Maruti Suzuki,Swift ZXi Plus [2018-2019],840000,2020,11000,Petrol,Manual,Bangalore,White,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37
70,Maruti Suzuki,Swift ZXi Plus AMT,775000,2021,24000,Petrol,Automatic,Agra,Grey,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37
1549,Maruti Suzuki,SX4 VXi,185000,2010,64000,Petrol,Manual,Delhi,Silver,First,Individual,1586,102,145@4200,,4490,1735,1560,5,50
1808,Maruti Suzuki,SX4 VXi,325000,2012,118000,Petrol,Manual,Pune,White,First,Individual,1586,102,145@4200,,4490,1735,1560,5,50
1288,Maruti Suzuki,SX4 ZDI,297000,2013,84000,Diesel,Manual,Delhi,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1735,1560,5,50
92,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],669000,2016,70000,Diesel,Manual,Mohali,Grey,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
646,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],675000,2016,45000,Diesel,Manual,Jalandhar,Red,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
1359,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],675000,2016,50000,Diesel,Manual,Mohali,Grey,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
1385,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],711000,2018,67900,Diesel,Manual,Mumbai,Red,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
299,Maruti Suzuki,Vitara Brezza VDi,725000,2018,42000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
535,Maruti Suzuki,Vitara Brezza VDi,710000,2017,73000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
579,Maruti Suzuki,Vitara Brezza VDi,745000,2018,36000,Diesel,Manual,Patna,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
591,Maruti Suzuki,Vitara Brezza VDi,825000,2018,48174,Diesel,Manual,Thane,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
1045,Maruti Suzuki,Vitara Brezza VDi,725000,2017,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
1140,Maruti Suzuki,Vitara Brezza VDi,825000,2019,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
